Date/Time,Time (seconds),Test5|0A0|V,Test6|0A1|N,Test7|3A2|ls/min,Test8|3A3|mA
2021/03/30 21:17:49.025,0.0,13.598178044984284,11.45472457045198,0.027640687276833352,295.28069399090555
2021/03/30 21:17:51.026,2.0,-8.33600878933073,23.80760155034028,0.01437153233436075,-7.97296060060421
2021/03/30 21:17:53.026,4.0,-1.031617175817133,4.982652058473464,0.0145082552568132,255.00770592364273
2021/03/30 21:17:55.026,6.0,16.23245948667867,22.783820307016207,0.029772002319406653,953.345210119938
2021/03/30 21:17:57.026,8.0,13.442533646656697,5.413915219580676,0.0165489425336466,892.4298837244789
2021/03/30 21:17:59.026,10.0,-14.157109286782433,27.15207861568041,0.0216826929532761,90.76395458845792
2021/03/30 21:18:01.026,12.0,3.5202032532731096,15.974862514114811,0.04528810083315525,531.8796349986268
2021/03/30 21:18:03.026,14.0,14.584963530381176,11.459099703970459,0.00589705496383555,810.152363658559
2021/03/30 21:18:05.026,16.0,1.3030487990966506,23.17820734275338,0.01700051881466105,-208.96824549089024
2021/03/30 21:18:07.026,18.0,13.504013183996095,32.77037507248146,0.010177654347361651,-11.513870662556826
2021/03/30 21:18:09.026,20.0,-8.330561235389263,20.003110446485792,0.0293282387768181,-105.48417615283667
2021/03/30 21:18:11.026,22.0,21.413861507003993,16.124242072817164,0.03497841120639665,184.61752677999215
2021/03/30 21:18:13.026,24.0,1.3972136600848426,4.031998046815394,0.03686518753624065,33.11716055787838
2021/03/30 21:18:15.026,26.0,15.177968688009278,29.404647358623002,0.0275453718680379,416.5665913876767
2021/03/30 21:18:17.026,28.0,11.424604022339548,13.427909787285989,0.047308474990081395,524.97291482284
2021/03/30 21:18:19.026,30.0,-3.693914609210486,13.416034424878687,0.00276570940275275,243.56784264656523
2021/03/30 21:18:21.026,32.0,2.1318552201910457,5.7864265877254555,0.023760100100711,496.80127872554715
2021/03/30 21:18:23.026,34.0,-6.852717673268838,14.042303537095249,0.00193912167729725,229.50148014770963
2021/03/30 21:18:25.026,36.0,7.5521713919492175,17.875545518356883,0.02129205603198335,223.48971526230662
2021/03/30 21:18:27.026,38.0,-6.878398998992889,20.09186315500351,0.01837634205145415,-43.14859462263861
2021/03/30 21:18:29.026,40.0,-6.294732505264442,17.446157414471873,0.02633439741203035,-174.86266670735802
2021/03/30 21:18:31.026,42.0,4.327219458601645,31.797220374156925,0.026293771172215902,115.84215826899018
2021/03/30 21:18:33.026,44.0,24.74932096316416,16.497378460036014,0.0222186468092898,318.1409649952697
2021/03/30 21:18:35.026,46.0,20.546922208319344,25.197018951994384,0.01191989501632735,783.1675160985138
2021/03/30 21:18:37.025,48.0,-4.541398358104191,24.847633289590135,0.014837171544541752,496.470534379101
2021/03/30 21:18:39.026,50.0,9.21523178807947,24.75575548570208,0.01805680104983665,349.38657795953253
2021/03/30 21:18:41.026,52.0,0.250114444410535,22.566938688314462,0.042659895626697544,719.5284127323223
2021/03/30 21:18:43.026,54.0,-1.2619708853419604,29.350895718253117,0.02249053010650955,346.2542344431899
2021/03/30 21:18:45.026,56.0,-8.891659291360211,23.836977446821496,0.0135355693227942,643.1070131534777
2021/03/30 21:18:47.026,58.0,-6.266716513565479,21.880667744987335,0.02856962187566755,356.1960203863644
2021/03/30 21:18:49.026,60.0,18.056611835077973,21.683161717581715,0.02809382610553295,658.1072420422988
2021/03/30 21:18:51.026,62.0,17.68929105502487,14.867328714865566,0.028618060853907848,871.0676900540179
2021/03/30 21:18:53.026,64.0,-7.138325144199957,16.116116824854274,0.0196685689870906,-87.50724814600053
2021/03/30 21:18:55.026,66.0,-10.964842677083652,17.89617114780114,0.02118424024170655,-23.94596697897272
