Date/Time,Time (seconds),Edit Me|0A0|V,Edit Me|0A1|mbar,Edit Me|3A2|ls/min,Edit Me|3A3|V
2021/03/28 13:55:38.548,0.0,2.2962401196325573,143.30982390820031,0.07423816644795068,0.0
2021/03/28 13:55:39.549,1.0,13.363765373699149,65.17462691122165,0.2792287972655416,0.0
2021/03/28 13:55:40.549,2.0,22.716394543290505,174.88891262550737,-0.0025298013245033113,0.0
2021/03/28 13:55:41.549,3.0,7.280767235328227,82.15170751060518,0.3134017151402326,0.0
2021/03/28 13:55:42.549,4.0,14.145039216284676,187.2330393383587,0.2647752311777093,0.0
2021/03/28 13:55:43.549,5.0,4.930695516830958,51.900784325693536,0.02887740714743492,0.0
2021/03/28 13:55:44.549,6.0,19.310040589617604,72.95611438337352,-0.02443671987060152,0.0
2021/03/28 13:55:45.549,7.0,15.406796472060304,125.37177648243659,-0.04734366893520921,0.0
2021/03/28 13:55:46.549,8.0,18.532673116245004,165.16205328531754,0.24574340037232584,0.0
2021/03/28 13:55:47.549,9.0,3.024387340922269,-14.444990386669515,0.4210612506485184,0.0
2021/03/28 13:55:48.549,10.0,9.656620990630817,-20.179540391247293,0.25225922421948915,0.0
2021/03/28 13:55:49.549,11.0,9.701153599658193,212.1322367015595,0.34143382061220134,0.0
2021/03/28 13:55:50.549,12.0,-2.339057588427381,225.2498245185705,0.12064583269753106,0.0
2021/03/28 13:55:51.549,13.0,20.746021912289805,56.84624774925993,0.1350368968779565,0.0
2021/03/28 13:55:52.549,14.0,18.855339213232824,220.17154454176458,0.4616406140324107,0.0
2021/03/28 13:55:53.549,15.0,12.223105563524278,216.00735496078372,0.1791476180303354,0.0
2021/03/28 13:55:54.549,16.0,16.02947172460097,-23.71089815973388,0.23846192815942874,0.0
2021/03/28 13:55:55.549,17.0,4.727564317758721,51.41639454329051,0.2533530075991089,0.0
2021/03/28 13:55:56.549,18.0,18.842838831751457,47.478774376659445,0.01712704855494858,0.0
2021/03/28 13:55:57.551,19.0,18.55220496230964,117.84810937833797,0.31419861445966984,0.0
2021/03/28 13:55:58.552,20.0,8.730030213324381,226.0389110995819,0.3058546098208564,0.0
2021/03/28 13:55:59.549,21.0,1.145423749504074,-10.858943449201941,0.3778724326303904,0.0
2021/03/28 13:56:00.549,22.0,4.783034760582293,193.7019867549669,0.22191454817346723,0.0
2021/03/28 13:56:01.549,23.0,-1.1077700125125889,25.892178106021305,0.1348806421094394,0.0
2021/03/28 13:56:02.549,24.0,20.472576067384868,60.77605517746514,0.35534049501022374,0.0
2021/03/28 13:56:03.549,25.0,1.4790276802880946,113.16827906125064,0.18474153874324778,0.0
2021/03/28 13:56:04.576,26.03,0.31024201178014454,133.25482955412457,0.3173080843531602,0.0
2021/03/28 13:56:05.573,27.02,5.804159672841578,154.19296853541672,0.2422589190343944,0.0
2021/03/28 13:56:06.549,28.0,-0.6577562791833247,122.98889126255074,0.028549272133549006,0.0
2021/03/28 13:56:07.549,29.0,0.44383983886226996,-7.5541550950651555,0.45040589617603083,0.0
2021/03/28 13:56:08.549,30.0,22.967964720603046,6.711905270546588,0.39099783318582726,0.0
2021/03/28 13:56:09.549,31.0,6.944819483016449,203.0616473891415,0.1320680562761315,0.0
2021/03/28 13:56:10.549,32.0,11.459801019318217,230.9843745231483,0.09225434125797298,0.0
2021/03/28 13:56:11.549,33.0,-0.4202490310373239,178.68590350047305,0.29988567766350294,0.0
2021/03/28 13:56:12.549,34.0,7.9143803216650905,95.495864741966,-0.04021845149082919,0.0
2021/03/28 13:56:13.549,35.0,-1.8156041138950774,107.32435071871089,0.07970708334604938,0.0
2021/03/28 13:56:14.549,36.0,-0.035862300485244525,201.76473281044954,0.20805475020599995,0.0
2021/03/28 13:56:15.549,37.0,20.744459364604634,-14.234046449171423,0.14180272835474717,0.0
2021/03/28 13:56:16.549,38.0,19.87880794701987,212.08536027100436,0.023517868587298194,0.0
2021/03/28 13:56:17.549,39.0,15.501330607013152,101.66011535996581,0.13217743461409348,0.0
