Date/Time,Time (seconds),Edit Me|0A0|V,Edit Me|0A1|mbar,Edit Me|3A2|ls/min,Edit Me|3A3|V
2021/03/28 13:55:38.548,0.0,7.830002746665853,104.24222540971098,0.17673348185674612,0.0
2021/03/28 13:55:40.549,2.0,14.998580889309366,128.5203100680563,0.15543595690786463,0.0
2021/03/28 13:55:42.549,4.0,9.537867366557817,119.56691183202612,0.1468263191625721,0.0
2021/03/28 13:55:44.549,6.0,17.358418530838954,99.16394543290505,-0.03589019440290535,0.0
2021/03/28 13:55:46.549,8.0,10.778530228583637,75.358531449324,0.3334023255104221,0.0
2021/03/28 13:55:48.549,10.0,9.678887295144504,95.9763481551561,0.2968465224158452,0.0
2021/03/28 13:55:50.549,12.0,9.203482161931213,141.04803613391522,0.12784136478774374,0.0
2021/03/28 13:55:52.549,14.0,15.539222388378551,218.08944975127412,0.320394116031373,0.0
2021/03/28 13:55:54.549,16.0,10.378518021179845,13.852748191778314,0.24590746787926882,0.0
2021/03/28 13:55:56.549,18.0,18.697521897030548,82.66344187749871,0.16566283150730915,0.0
2021/03/28 13:55:58.552,20.0,4.937726981414228,107.58998382518998,0.34186352122562336,0.0
2021/03/28 13:56:00.549,22.0,1.8376323740348521,109.7970824304941,0.1783975951414533,0.0
2021/03/28 13:56:02.549,24.0,10.975801873836481,86.97216711935789,0.2700410168767357,0.0
2021/03/28 13:56:04.576,26.03,3.0572008423108614,143.72389904477063,0.2797835016937773,0.0
2021/03/28 13:56:06.549,28.0,-0.10695822016052739,57.71736808374279,0.2394775841547899,0.0
2021/03/28 13:56:08.549,30.0,14.95639210180975,104.88677632984405,0.2615329447309793,0.0
2021/03/28 13:56:10.549,32.0,5.519775994140446,204.83513901181067,0.19607000946073788,0.0
2021/03/28 13:56:12.549,34.0,3.0493881038850064,101.41010773033844,0.019744315927610098,0.0
2021/03/28 13:56:14.549,36.0,10.354298532059696,93.76534318063908,0.1749287392803735,0.0
2021/03/28 13:56:16.549,38.0,17.690069277016512,156.8727378154851,0.07784765160069575,0.0
